timestamp,run_id,port_ret_gross,port_ret_net,equity_gross,equity_net,turnover,cost,weight_ret_xle,asset_ret_gross_ret_xle
2021-01-06 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-07 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-08 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-11 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-12 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-13 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-14 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-15 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-19 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-20 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-21 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-22 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-25 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-26 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-27 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-01-28 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-01-29 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-01 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-02 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-03 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-04 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-05 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-08 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-09 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-10 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-11 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-12 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-16 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-17 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-18 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-19 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-22 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-23 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-24 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-02-25 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-02-26 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-01 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-02 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-03 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-04 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-05 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-08 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-09 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-10 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-11 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-12 21:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-15 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-16 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-17 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-18 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-19 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-22 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-23 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-24 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-25 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-26 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-29 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-03-30 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-03-31 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-04-01 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-04-05 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-04-06 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-04-07 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-04-08 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-04-09 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-04-12 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-04-13 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-04-14 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-04-15 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
2021-04-16 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
2021-04-19 20:00:00+00:00,20260124_203512_bd217a76_StateSignal_XLE,0.0,0.0,1.0,1.0,0.0,0.0,0.0,-0.0
